nome,sexo,id,origem,idade,salario,credito,tempo,regiao,estadocivil,educacao,nprodutos,pagamento,maxatraso
TEREZINHA Q.,feminino,x1flxoc3ifzasvs04k91sinkwha4pe,5728041027,,29930.0,510.5,22,sudeste,casado(a),médio,1,pix,7
BRUNA B.,feminino,u50hcwpp7tl3zi0agar0zx3e53chwj,,25.0,51111.0,622.1,47,centro-oeste,solteiro(a),fundamental,0,cartão de crédito,8
CLAUDIA S.,feminino,9997ht9h6ujoqiqajxvbawmiw8g2um,5766764539,56.0,40623.0,701.6,18,nordeste,divorciado(a),,0,boleto,0
LUIZA H.,feminino,qekb7kosidxfcgf8pid4pc23khdl2k,4157010369,46.0,53511.0,608.5,32,sudeste,divorciado(a),fundamental,1,boleto,10
MARIANA L.,feminino,ankuohhx9ovw2q3wizes3ai8k40zuz,,35.0,47117.0,,58,centro-oeste,casado(a),,0,cartão de crédito,5
LUIZ I.,feminino,2z9zoe611c7dn0iw8lwtor5fhh0ncv,0387575005,31.0,64152.0,546.5,28,sudeste,viúvo(a),,0,boleto,0
ALINE N.,feminino,q45hqo9rfh94ie6qkf0ba5j1gvqrm4,,31.0,46296.0,316.7,49,sudeste,casado(a),,1,cartão de crédito,5
LUIZA B.,feminino,cbm2fva9h71ehp1d17oeigwjwz8vn7,0941266925,33.0,57624.0,405.6,27,sudeste,viúvo(a),fundamental,5,pix,12
ISABEL V.,feminino,hza4d8ntmbgg4q4s6udueihx4m6hdz,0904139690,31.0,66469.0,459.7,119,sudeste,divorciado(a),fundamental,2,cartão de crédito,2
JOSEFA H.,feminino,2oa66af044vvs4tswuazhzt3haq0o4,9380436148,31.0,58308.0,497.9,56,nordeste,divorciado(a),,0,cartão de débito,8
LUCIANA O.,feminino,1ll0u98bfm4t28tq8of9vw98u2c3ha,,39.0,55394.0,472.8,42,sudeste,divorciado(a),graduado,0,cartão de débito,9
FRANCISCA L.,feminino,k8b5to7kx5b8uk02wc1dk70kpourpw,,35.0,61560.0,566.4,27,sudeste,casado(a),fundamental,2,pix,8
ROSA W.,feminino,8s6ezefgbarv1mplskft2xx6jf7pv8,,44.0,37032.0,391.5,29,nordeste,solteiro(a),médio,0,boleto,10
SIMONE W.,feminino,b501104ps5nzvsq1t7nz8zvk7c7xuc,3475558472,33.0,36413.0,630.5,24,sudeste,solteiro(a),pós-graduado,1,cartão de crédito,4
LARISSA Q.,feminino,z8sz771bpttiwe2ilnl9q2l4hi0wwc,,,56227.0,375.7,111,sudeste,casado(a),,2,cartão de débito,0
FERNANDA Z.,feminino,3rgfggvucokjdma24leu4i9dx1elmf,8112376987,34.0,99818.0,687.7,39,nordeste,solteiro(a),médio,0,cartão de débito,0
FERNANDA B.,feminino,nwbbgajemirt2pholh5kamkmw5nibd,1037433828,42.0,37945.0,656.6,48,nordeste,divorciado(a),médio,2,pix,9
LETICIA T.,feminino,1f777c24q91zvg4jiewrgez1r8dz3a,9661068738,38.0,50691.0,405.7,47,norte,casado(a),,4,pix,5
APARECIDA J.,feminino,j13dtqeefwtn2mdztcjvvp56ggc0s3,,41.0,38836.0,749.9,16,sudeste,casado(a),fundamental,1,cartão de débito,10
GABRIELA N.,feminino,53fvsn9e4pq9lr38f95vkclalzj6ux,6700257343,27.0,59962.0,431.1,57,sudeste,casado(a),,1,cartão de crédito,7
BEATRIZ G.,feminino,0zp4b4vx78jbjtz4gi6jnxpmg0t4wa,6508974183,35.0,60337.0,477.2,24,nordeste,separado(a),,0,cartão de crédito,0
ALESSANDRA F.,feminino,8krw0b9msmkzekjbsk0d2nbv4gse5k,7181987951,36.0,57053.0,530.1,27,sul,solteiro(a),médio,3,cartão de débito,0
SUELI G.,feminino,xpbdd21jtxjs2hx9narturc9ajajq5,1002671483,35.0,48320.0,563.7,22,sudeste,casado(a),graduado,2,pix,5
FERNANDA F.,feminino,ciqqplxnp8m3dkf1iuol1wm4439ejr,1610316077,27.0,53235.0,490.2,76,centro-oeste,solteiro(a),fundamental,0,cartão de crédito,0
TAIS O.,feminino,uszzj891rv183npzdke9rnt4mm4o3n,0465645209,42.0,72379.0,394.6,79,nordeste,divorciado(a),,0,cartão de crédito,9
ANA B.,feminino,1wgug7zds5gtijfwb62olcwxcza0ii,,46.0,47125.0,403.8,24,nordeste,divorciado(a),,1,boleto,0
FERNANDA N.,feminino,p3z51npzk8793pntt9520v85wsrel6,3436229399,22.0,43532.0,294.3,47,nordeste,solteiro(a),graduado,2,cartão de crédito,0
ADRIANA E.,feminino,hhue4mazga285f5z0xjskphru3xc2h,4583006882,35.0,46904.0,414.4,45,sudeste,casado(a),fundamental,1,cartão de débito,10
ALINE J.,feminino,i4ojp4t685hw51l405r2q9dmjqgcnr,6121066166,43.0,39383.0,471.1,34,sudeste,casado(a),médio,1,cartão de débito,16
MARLENE S.,feminino,732n41h97w7ufoc7mzf0shdo2lv87l,5928795715,40.0,77849.0,728.2,30,sudeste,casado(a),,1,cartão de crédito,0
LUCIANA G.,feminino,s9nihutd7z51l7l1ghi61ckztu6fbs,,,103594.0,249.0,32,sudeste,divorciado(a),outros,2,transferência,9
MANOEL D.,feminino,uf2u41edinlze00w7jr4siqetadkp1,3074712399,29.0,56665.0,,24,sudeste,casado(a),,1,cartão de crédito,0
JOSE H.,feminino,8xpffklxp86e127w8ik6rx1faqv6io,,,39152.0,523.1,31,sudeste,separado(a),médio,0,cartão de débito,0
CAMILA S.,feminino,o5b1md1zbs1jeg94i5tnuac6ai9tnd,1019953664,47.0,59704.0,533.9,57,sudeste,casado(a),pós-graduado,1,cartão de crédito,14
CARLA U.,feminino,jmx5aq1l6xkpnm578lm5g368giwvxi,7280354453,37.0,65096.0,700.7,42,centro-oeste,separado(a),,1,boleto,0
JULIANA W.,feminino,rt0qna2hvldjz1j7d45elp1ognbdz6,,42.0,64945.0,716.4,58,sudeste,casado(a),outros,3,cartão de crédito,13
BRUNA G.,feminino,zheela7pjuado4nancgngdxw4fjo9i,,37.0,32082.0,362.4,16,sudeste,divorciado(a),médio,3,cartão de crédito,5
ANA F.,feminino,z6fq53p83deo04awcnp99ewrhh3oql,,25.0,47736.0,297.2,42,nordeste,separado(a),outros,2,cartão de débito,0
CLAUDIA P.,feminino,b2rbtpap4wbxxgv6bfrob1pujuoook,8103733596,40.0,56987.0,425.6,57,sul,casado(a),outros,2,cartão de crédito,7
JOSE R.,feminino,v9zllchcw93iu9wapclf1oq2m7zk8o,0725662113,42.0,69804.0,709.3,40,sudeste,solteiro(a),médio,2,pix,0
CLAUDIA N.,feminino,i7bfpkupqxmqds8oc165ejd1nnv20q,8146456355,27.0,26425.0,536.2,16,sudeste,divorciado(a),fundamental,1,cartão de débito,26
VITORIA P.,feminino,47vzu9ncxhbm9118dbz63kna725j6l,6865603803,39.0,50428.0,628.2,42,sudeste,separado(a),,2,cartão de crédito,2
JAQUELINE C.,feminino,dhmw5rw2xfm6tp748vxb7b9pr8s9fr,0105410709,44.0,35664.0,438.3,28,sudeste,divorciado(a),fundamental,0,cartão de débito,2
GABRIELA B.,feminino,gou8s1lmhp9mg1k0n3sri4d3bg7cax,3339175126,30.0,55058.0,549.6,22,nordeste,solteiro(a),graduado,0,cartão de débito,10
NATALIA R.,feminino,l6m7verof04ac2wcb0jim8vw0maue6,4583400621,25.0,46167.0,,29,norte,divorciado(a),fundamental,2,cartão de crédito,0
RENATA T.,feminino,56vm7tc9jbbqli2scpa7zrnxj5hvhr,4009846336,27.0,82433.0,397.7,42,nordeste,solteiro(a),pós-graduado,2,cartão de crédito,9
DEBORA U.,feminino,vc2q91ih9a8i6gsa9r4mqslf1uxtxt,7269567933,26.0,53441.0,569.7,36,sudeste,divorciado(a),médio,1,cartão de débito,5
ELIAS T.,feminino,5awqdpgplz58a9h5gb1u9fzn8aqgn3,5934641189,40.0,27220.0,377.8,18,nordeste,casado(a),fundamental,0,boleto,13
BEATRIZ G.,feminino,0f5kr53cjtadxwq4807js4x9d5ppwb,4343293465,36.0,50672.0,445.0,44,sudeste,casado(a),,1,boleto,16
JULIANA Z.,feminino,xdia246lluufjl8guugzvsie3r016k,9061918431,49.0,85219.0,418.4,85,nordeste,casado(a),médio,0,cartão de crédito,0
LUCIANA W.,feminino,gvmm5ng277r6qdzq85sqfl2nkl4efj,,29.0,93539.0,608.2,49,sudeste,solteiro(a),pós-graduado,0,cartão de crédito,8
LUCIANA R.,feminino,9z8g6v8abodnnamz6z7lsxaikbcdso,0732797616,32.0,47167.0,515.8,41,sudeste,divorciado(a),outros,0,cartão de débito,3
MARLENE J.,feminino,jmkvx4cb9e60jdrufe1h2nn3rm6d5v,,36.0,66468.0,455.8,32,sudeste,casado(a),outros,3,cartão de débito,5
DANIELA Q.,feminino,cuox9436m5aml5u6pd4gxfgmc0hra9,9693749098,38.0,52871.0,662.7,23,sudeste,divorciado(a),médio,1,cartão de débito,12
LUCIANA C.,feminino,n2kf5w5gjkrmrsm4xlhdr1vg6seirw,,31.0,50910.0,460.6,38,sudeste,separado(a),médio,2,pix,8
ERICA X.,feminino,5c3a0d4x3t4rqk6denq5mpg19q6f4t,7897257081,30.0,45041.0,618.2,20,sudeste,solteiro(a),médio,2,pix,7
ISABEL B.,feminino,ol4aa8qhp4hej5eefwqxij0j92b0o4,,,85005.0,259.8,23,sudeste,separado(a),médio,1,pix,0
VERA T.,feminino,f6ggd5jx7jricfbf40lo13bft54k37,,42.0,78962.0,406.6,44,sul,solteiro(a),médio,2,cartão de débito,16
ROSANGELA S.,feminino,psn6advaffwhn07468letccmit59gk,,29.0,36052.0,265.3,16,sudeste,casado(a),pós-graduado,5,transferência,11
DANIEL I.,feminino,kkuflzlpggkr623pepehe7ee5n5jgw,2043768146,30.0,65382.0,558.2,22,nordeste,casado(a),fundamental,2,cartão de crédito,11
SIMONE I.,feminino,mit4l6hg6lvcisvbi5dp9gsnmfcupq,,26.0,90232.0,540.4,39,centro-oeste,casado(a),fundamental,0,cartão de crédito,3
DANIELA M.,feminino,ss73p12lh7rfce4xg5nfjm6bbwrjzg,5087082208,36.0,50632.0,614.2,45,sudeste,solteiro(a),médio,0,cartão de crédito,13
ISABEL W.,feminino,sg2fzifzptkcqzicplsea8t8xuqdzq,3923154750,32.0,57474.0,533.4,27,norte,solteiro(a),graduado,2,cartão de crédito,0
LETICIA E.,feminino,5im749z32go0l7nsez0dkw0uno010p,,46.0,95048.0,478.1,25,sudeste,solteiro(a),fundamental,2,cartão de crédito,0
CAMILA E.,feminino,bnwxnbai64wiqq95hlo5tgxt896j7e,6592155398,34.0,49498.0,636.1,25,sudeste,casado(a),graduado,1,transferência,9
JULIANA D.,feminino,x7tb8h76spc5w1iqiz4lmftq9b2lhw,4182938456,39.0,57198.0,666.9,23,nordeste,solteiro(a),,1,cartão de débito,0
RENATA A.,feminino,231bsaiccf3v79bq4njq94683f5c3d,,,64021.0,,19,nordeste,divorciado(a),,2,cartão de crédito,12
RITA E.,feminino,wmlfjsn9zlj7p0qq9fk388fjjfgvwr,5579505761,41.0,70812.0,618.5,48,centro-oeste,separado(a),fundamental,1,cartão de crédito,7
DANIELA Q.,feminino,mu2xglgpvoo475xx3tn7vq5q1z9gr5,7807500336,53.0,61280.0,703.9,55,sudeste,solteiro(a),graduado,1,boleto,12
MARLENE F.,feminino,0budcl37k0xsc0ba0r30djhbz1500n,6124296135,25.0,37244.0,479.0,33,nordeste,casado(a),médio,1,cartão de crédito,0
GABRIEL D.,feminino,ve5t4hvo60nvliu1t1xw1g13f80flr,2335698575,31.0,42352.0,659.4,94,nordeste,casado(a),médio,0,cartão de débito,10
BRUNA B.,feminino,41uas9u7huqj2adukpc1igk10io5vn,,23.0,39604.0,263.5,21,sudeste,casado(a),fundamental,0,pix,0
DANIEL C.,feminino,p882vlrliqxjhd3uvftnrav82gresh,8359725081,27.0,26938.0,245.1,17,sudeste,separado(a),,1,cartão de débito,5
DEBORA F.,feminino,uw6rh19n2ku780dmxgz3tfd5a43cgx,9426175045,,48902.0,309.0,13,sudeste,separado(a),,1,cartão de crédito,15
VERA S.,feminino,l9ek4c22lp8hjixqnznh0v7luhji1p,8463161585,19.0,53486.0,423.0,56,sul,separado(a),,0,cartão de crédito,10
SONIA K.,feminino,pa25u5tom1iz7xozadogn8ahl04pa9,,40.0,72171.0,456.6,64,sudeste,solteiro(a),fundamental,1,transferência,5
JULIANA Q.,feminino,ingu0po3etsm1al2sarhixq3855fzl,0728561063,,67606.0,510.5,41,sudeste,solteiro(a),graduado,2,cartão de crédito,5
NATALIA O.,feminino,8nslzv5no9id2hk8o485oq427zjwz2,1542998151,35.0,53569.0,660.8,35,sul,divorciado(a),fundamental,0,pix,0
PATRICIA O.,feminino,qacqkqw39tfh927iv7reu2ciuupgvx,9977799278,,31230.0,568.1,15,norte,solteiro(a),fundamental,1,cartão de crédito,0
TAIS H.,feminino,e8ec6jvhc94u4pk0vf69tspe3agx4o,5357490227,25.0,60206.0,324.7,45,nordeste,casado(a),outros,0,pix,2
GABRIELA H.,feminino,rz3c43g8nnupmnljx7bv1jfklvm52j,9913437648,44.0,88823.0,582.9,34,sul,divorciado(a),pós-graduado,2,pix,6
ISABEL T.,feminino,lm2oqe9k7kd0xjepl26kn05k942egi,5558067657,36.0,60319.0,528.3,114,sudeste,casado(a),fundamental,2,boleto,16
VANESSA O.,feminino,84qxaz01j1u3nfrpvnmu4vdmh4k8ze,3098100491,24.0,41566.0,,13,sudeste,solteiro(a),médio,2,boleto,0
LUIZ T.,feminino,saukho3kqde6vimux1buceq9jxrsou,,46.0,39996.0,495.8,43,nordeste,separado(a),fundamental,1,cartão de débito,0
DEBORA V.,feminino,nuqhb7le9vpv28txvpv58c2qdekcab,2101789592,27.0,28063.0,338.5,73,nordeste,casado(a),fundamental,3,cartão de crédito,10
ANTONIA T.,feminino,usdj8pamsa5xt2aufaufgjmtsiutc6,8460753222,35.0,27507.0,525.0,29,sudeste,solteiro(a),graduado,1,cartão de débito,0
PATRICIA A.,feminino,8bpq72r7v4jl9kza7urgbk9mu09xm4,,25.0,73002.0,529.8,23,sul,separado(a),pós-graduado,2,cartão de débito,10
FRANCISCA Z.,feminino,n88w82hod6fduvgfi7grat88fvmxza,9411966551,30.0,82612.0,495.2,31,sudeste,solteiro(a),fundamental,2,cartão de débito,10
TEREZA V.,feminino,qna09kp50647c7rnqiroi0pf7tmnlp,8717739036,58.0,45120.0,,53,sudeste,solteiro(a),médio,1,cartão de crédito,14
MARIANA C.,feminino,fms5dq6xlb6bon1x8tr1valc9jk8l0,3789996234,31.0,32560.0,507.7,16,sudeste,solteiro(a),médio,2,cartão de débito,0
ADRIANA H.,feminino,c872k2qbd10449u80n8fhacueimfeo,5873634624,27.0,57028.0,418.4,39,sudeste,divorciado(a),,0,boleto,2
RITA D.,feminino,p3adc96xjpch5gw1d8s5blt36st2ve,4262920930,45.0,86116.0,591.8,70,centro-oeste,divorciado(a),fundamental,0,cartão de débito,13
VERA T.,feminino,tbbq5hm2dm4lauhwmnezg5joko4jd4,7337817332,22.0,32340.0,187.5,15,nordeste,divorciado(a),outros,1,cartão de crédito,0
MARLENE K.,feminino,qbl0kwe3vqgpftltnfxexq3vuscs6p,,46.0,50771.0,697.0,68,sul,casado(a),médio,1,boleto,1
SUELI G.,feminino,b84iw6gnginqgvswhbq4hcuzftv2fu,,45.0,87493.0,559.1,77,nordeste,solteiro(a),fundamental,3,pix,0
BEATRIZ M.,feminino,5rgiw1wic1lrvncwvjbswkk6prjz6f,,30.0,94484.0,356.3,20,sudeste,casado(a),médio,1,cartão de débito,13
FRANCISCA L.,feminino,afnbovzqtu57ashr7atp5n60c9gsxh,0478979294,48.0,76089.0,822.3,36,centro-oeste,solteiro(a),fundamental,1,cartão de crédito,9
SUELI N.,feminino,04lfex2h79a370w4mm228kvkvl051a,9112556004,19.0,49868.0,275.1,30,nordeste,divorciado(a),graduado,0,cartão de crédito,10
SIMONE P.,feminino,4iqz8ohk2x6sxatczx4xg36fc7g5vi,7851108979,52.0,58787.0,793.3,38,sul,casado(a),,2,cartão de crédito,8
AMANDA O.,feminino,rpeo0txmhhusqeaoqid9jw2tr6gc13,,27.0,42553.0,499.0,38,nordeste,solteiro(a),outros,0,cartão de débito,7
BEATRIZ O.,feminino,orn6u7ejiuupff45h90o6jxmqu88t2,,,135660.0,606.8,69,norte,divorciado(a),,0,cartão de débito,0
VANESSA T.,feminino,qz9f97t86lehh9s992nxwbijwwwgnj,,19.0,64392.0,229.1,32,sudeste,casado(a),graduado,1,cartão de crédito,16
ISABEL L.,feminino,cma38mk3zkb20bkxso9oci974koj2a,9350169328,25.0,46880.0,300.4,17,nordeste,solteiro(a),fundamental,1,cartão de crédito,0
GABRIELA L.,feminino,gzicnz1o7ejouuj11h7u6o3fwfwhll,,34.0,57969.0,538.7,26,centro-oeste,casado(a),médio,5,pix,0
ALINE T.,feminino,urvcoisx8pfhttzgp53xdhsrnosbtq,4541871484,47.0,66083.0,811.0,27,norte,divorciado(a),fundamental,3,cartão de crédito,0
ELIANE T.,feminino,kkl9pt6h88lbbuhb1pgb6zjdj14ae9,,37.0,65845.0,500.8,22,sudeste,casado(a),fundamental,2,cartão de débito,11
CARLA R.,feminino,shzcff0nofvlfzq1qfv4idebdztir8,1361590244,25.0,33093.0,,37,sudeste,divorciado(a),médio,2,cartão de débito,19
CRISTIANE X.,feminino,6hz2zbklvt6dcd9gajz2a64qf3a5tj,,48.0,60595.0,797.6,84,sul,casado(a),pós-graduado,0,cartão de crédito,4
MARLENE P.,feminino,j4tswl8daviz1bfk3zgwlcjc81bq2p,,31.0,58673.0,380.2,29,centro-oeste,solteiro(a),fundamental,2,pix,8
FERNANDA L.,feminino,3ekt84epu09rw6h8fun8ar0uee329u,7656833686,23.0,57306.0,284.8,31,nordeste,casado(a),graduado,1,cartão de crédito,0
JULIANA W.,feminino,p8c9x8ctuagu2qwezjhb9uoe03e0rf,3588397721,27.0,67212.0,445.6,38,sudeste,divorciado(a),fundamental,2,boleto,6
LETICIA O.,feminino,wv3bdspp7d5i9jspaadbvjzc9cifuz,7579168636,20.0,49213.0,358.2,17,nordeste,solteiro(a),fundamental,2,boleto,9
ROSA S.,feminino,zg1q32fl8n3kg9ttukboj2it6gs81q,0424306761,48.0,105520.0,818.3,49,sudeste,casado(a),,5,cartão de crédito,13
BRUNA A.,feminino,4iru2chuuz9um7sbduq838fenfnbga,,30.0,36834.0,,24,sul,divorciado(a),graduado,3,pix,2
MARIANA Q.,feminino,9j1jeko81wx3gq7xhlc0xooe14v7hk,0309798247,44.0,63157.0,736.3,60,centro-oeste,solteiro(a),fundamental,1,cartão de crédito,16
CAMILA T.,feminino,m3idnw313bk3dr121fzmxzooz924f8,8623957722,21.0,45635.0,303.8,18,norte,casado(a),graduado,0,cartão de débito,19
SIMONE L.,feminino,g28t53iimm9dscrcdotexmpdcq9r1i,6218192709,26.0,82237.0,240.6,36,sudeste,casado(a),graduado,0,pix,10
TAIS F.,feminino,x89io2d4234k4qgbi7bovoq3zaka6e,2751444321,32.0,50848.0,618.2,30,nordeste,divorciado(a),pós-graduado,0,boleto,0
PATRICIA Z.,feminino,mb3za8bbhqcgvi3lrip85a30q7qa0z,7037814313,43.0,73140.0,750.0,41,nordeste,divorciado(a),,0,cartão de débito,0
ADRIANA E.,feminino,1mb5gtm0ffbaheofb1hbsqg61jccbv,1626687137,54.0,37645.0,789.3,23,sudeste,solteiro(a),,3,boleto,0
ADRIANA Z.,feminino,558vnhtzvrkbdghlisl1ni98leofb0,4956796269,26.0,84515.0,538.0,37,sudeste,solteiro(a),,1,boleto,2
ALINE R.,feminino,ih52natn1wrx6rb98svb0w24g2gh0g,3355472607,40.0,61150.0,657.3,53,sudeste,casado(a),outros,3,cartão de crédito,16
DEBORA B.,feminino,r9z3rr4v2qgkiv6f8tbzna2obx0bih,,27.0,36623.0,363.1,44,sudeste,casado(a),médio,1,cartão de débito,12
ERICA P.,feminino,ez30fjh1081278oz3uqn77zcg7o7w7,0093791038,22.0,58154.0,,22,sudeste,casado(a),graduado,0,pix,8
ALINE F.,feminino,vdu7scb4n26g5h0emw1ln3lkfjtd1t,,18.0,60077.0,,35,sudeste,casado(a),fundamental,1,cartão de crédito,3
TEREZA E.,feminino,3tfcj2bwe0q8l0mlabd7rm0qcurw1t,,28.0,52331.0,306.6,35,sudeste,separado(a),médio,3,cartão de crédito,9
ERICA R.,feminino,lm22jwznjhql34cmmmr9huggdb4roh,0350034503,36.0,68129.0,552.1,23,sudeste,viúvo(a),,3,pix,0
BRUNA R.,feminino,mem4t7oapzc8ki4nxamq9iirkiho38,7872529328,36.0,43704.0,641.4,19,sudeste,casado(a),,1,cartão de débito,7
TEREZINHA R.,feminino,ippzdiu730l5evvwoson3b7iffsloz,8732460955,33.0,54065.0,490.5,69,norte,divorciado(a),outros,1,cartão de crédito,0
LETICIA M.,feminino,mgu4ns55wgovp6570dnoozql5843ts,9961598038,37.0,62783.0,483.7,44,sudeste,casado(a),fundamental,0,cartão de débito,7
PATRICIA L.,feminino,tgvi35saj7l3k2vrj4s5qiqgkh6rsj,4465019143,27.0,63323.0,599.6,26,centro-oeste,solteiro(a),,3,cartão de crédito,3
VITORIA A.,feminino,4wfpg7melvo0t3v5xgq1wla107ck44,,60.0,40868.0,,20,sul,divorciado(a),,3,cartão de débito,2
SANDRA P.,feminino,llc78q7qj9pjfu5jo40ej989l02ns1,9961056720,26.0,58159.0,551.3,22,sul,casado(a),outros,2,cartão de crédito,0
CAMILA J.,feminino,3rhkmegm6mxcs3muqtojuxb568qi9t,5378328881,46.0,46316.0,416.5,17,norte,casado(a),médio,1,pix,4
ERICA H.,feminino,pup41xisr1i1lqva2fm3t2bdrxgif1,7379514456,,42665.0,333.9,12,sudeste,solteiro(a),fundamental,1,cartão de crédito,0
ISABEL M.,feminino,xeokdp8b4pwsj32j1tlt0sxhai243l,,38.0,73044.0,436.8,48,sudeste,separado(a),fundamental,1,transferência,0
CARLA G.,feminino,is1zcoj95nd44p0nwhhsf26ch3zoqq,0196626345,44.0,51918.0,707.5,30,sudeste,casado(a),outros,1,cartão de crédito,0
LUCIANA K.,feminino,9mj6f9k4qoe4ee1liksuu23xxs29rz,,36.0,83643.0,677.0,46,nordeste,divorciado(a),,3,pix,0
FERNANDA J.,feminino,prevkk31shluof5e2ru46sazmx6bdz,2849735747,31.0,67447.0,652.4,21,sudeste,casado(a),fundamental,2,pix,0
DANIEL Z.,feminino,phvux7w4plkucsql97xqin2nngmr2g,,,50337.0,529.5,34,nordeste,divorciado(a),fundamental,0,pix,7
DANIEL K.,feminino,dhm71umh9hd4p04524n3x8qnfmsvze,,35.0,50902.0,560.9,33,nordeste,viúvo(a),,0,pix,14
ANTONIA E.,feminino,cwa6aamjickg9d0wl3wot9lqxh8q6h,4512051521,28.0,48195.0,583.0,15,sudeste,casado(a),,0,cartão de crédito,11
GABRIELA J.,feminino,kw1ojqmc7zog6p7pscne8b4zgiuo3t,7218282627,,42590.0,400.7,33,sudeste,solteiro(a),,2,boleto,0
LARISSA D.,feminino,906a0ris5nkv92kzpi1i8607udmo9z,7087216012,31.0,38687.0,338.3,34,sudeste,solteiro(a),,1,boleto,13
ANTONIA H.,feminino,bkbj831wm68p56x59wpb4lbim11aku,5890513903,38.0,62645.0,571.1,61,nordeste,separado(a),outros,0,pix,8
SANDRA A.,feminino,g1wkf2zk0d8jp2ivd8lapocqizbz72,0762110052,40.0,76823.0,672.5,27,sul,casado(a),médio,1,pix,13
ELIAS O.,feminino,s61f0840jse42d3gzxu0cdwkhpoj9p,5435329362,29.0,31202.0,525.1,17,nordeste,solteiro(a),graduado,2,cartão de crédito,2
TEREZA H.,feminino,giavsxds90durs7mkuhqabqkdzcs19,6165355867,21.0,36958.0,552.5,73,sudeste,separado(a),,3,cartão de crédito,14
SIMONE R.,feminino,dahuoqvwvio9mkslawgxfl3gr3he7b,2305753528,23.0,47214.0,301.7,36,sul,casado(a),fundamental,1,boleto,20
AMANDA N.,feminino,n7d0xhp9mgoqz4z33vcto40cbjkq6p,,36.0,58248.0,727.3,22,nordeste,solteiro(a),outros,0,pix,0
ALINE H.,feminino,hkh8kqn41eglvcwvt4kjxucbfm81dv,1849787150,,33834.0,442.1,23,sul,casado(a),fundamental,0,boleto,0
ELIAS I.,feminino,0vvwowev2gnxjrleoujj2hlrlwwmop,3001343407,21.0,33217.0,254.6,14,norte,casado(a),fundamental,0,cartão de crédito,8
TEREZINHA F.,feminino,pucac6n3lppmu6m2ejq2otdfslarto,9722330860,22.0,46331.0,344.3,11,sudeste,divorciado(a),graduado,0,pix,0
DANIEL H.,feminino,267zlznhfjn11oafj2mw29tabeui2z,,37.0,46626.0,736.0,31,sudeste,casado(a),médio,0,cartão de crédito,14
PATRICIA H.,feminino,b1sta130ks6qsic468gwu2pqds79h1,9716058279,42.0,55029.0,472.8,62,sudeste,solteiro(a),graduado,2,cartão de crédito,5
TEREZA N.,feminino,gugdpfnzvd6f6hahsdzq44r5i7t9qo,5105128899,33.0,77916.0,671.6,49,sudeste,casado(a),fundamental,2,cartão de crédito,0
DANIELA B.,feminino,afxbkjijm7wzefjud3vbz81v72v0x8,4797283001,39.0,36364.0,650.7,25,sul,divorciado(a),médio,1,cartão de crédito,2
FERNANDA P.,feminino,e9cr1p4bdsgakrzx0jnb1ct0kva805,0389983082,33.0,64363.0,549.0,27,centro-oeste,divorciado(a),fundamental,0,boleto,0
CARLA O.,feminino,apcv8vqq2povczzh7a9den5925hjar,2915454026,43.0,104035.0,409.1,31,norte,casado(a),médio,0,boleto,0
DANIEL B.,feminino,g6gg6xujiewm6pi24rq3fhb6ufq2jg,,32.0,62553.0,675.9,33,sul,solteiro(a),médio,0,boleto,21
CRISTIANE H.,feminino,dml9928wfjmjcx21id629p1jh85tsw,,26.0,60284.0,390.6,23,sul,solteiro(a),,3,pix,15
ELIAS R.,feminino,95qorqvpm0clpgxxlldibl4jqtaueg,0101696660,30.0,50633.0,434.6,28,sudeste,divorciado(a),graduado,1,pix,17
CAMILA B.,feminino,fpqfqckbull74bn07t7d4hzpqqzvl2,3553612798,34.0,41280.0,672.9,19,nordeste,casado(a),outros,3,cartão de crédito,5
CARLA D.,feminino,ie8luivwh0rhgihlbiagzxihdx1dej,2635128607,23.0,53389.0,615.0,25,sul,solteiro(a),médio,0,pix,0
ANTONIA K.,feminino,d3j2x8r7f4kijcxz0vxpd9caa9w5gu,4304035975,39.0,50662.0,653.2,33,centro-oeste,casado(a),fundamental,1,pix,0
LARISSA R.,feminino,iz88a11jlcvsmwr790vlhg74q0tewa,,44.0,54407.0,649.7,34,centro-oeste,casado(a),médio,1,boleto,5
MANOEL F.,feminino,mclngh3ms04qe4gkalrs0djz7gmx57,5632294012,46.0,68383.0,496.9,34,nordeste,divorciado(a),fundamental,3,cartão de crédito,7
FERNANDA E.,feminino,fgfffb7vqhgle4t0lmdmff7n2dc0ss,3896258464,37.0,43231.0,680.9,50,norte,casado(a),graduado,0,cartão de crédito,10
RITA O.,feminino,1gah2kssz5c1sxdzve0takzs27quez,8064630635,25.0,47572.0,433.2,71,nordeste,solteiro(a),outros,1,cartão de crédito,0
SONIA F.,feminino,talu9rjkc44314uovmdxl603r7qnzo,3025645845,,79375.0,633.3,29,nordeste,divorciado(a),médio,0,pix,5
ROSA W.,feminino,032d75cqmvxo1deqswqao4gg86ihgl,5767773601,30.0,46085.0,,20,nordeste,solteiro(a),,1,transferência,10
NATALIA G.,feminino,958pb6hd8aq7axruba5k3kgkj93ol8,,34.0,29639.0,705.3,94,sudeste,casado(a),fundamental,0,cartão de crédito,0
APARECIDA L.,feminino,j739sz8iuqncqwwkvkcopjuo43w4gi,,36.0,33893.0,557.7,20,sudeste,casado(a),pós-graduado,0,cartão de débito,13
