nome,sexo,id,origem,idade,salario,credito,tempo,regiao,estadocivil,educacao,nprodutos,pagamento,maxatraso,cliente
LUANA E.,feminino,og8h530nfrm91ujnowkmhwqueubow8,4857453703,27.0,54230.0,590.3,98,sudeste,separado(a),médio,0,cartão de crédito,4,0
JOSEFA M.,masculino,fi3s4sfqfkhzthv6icdrarek9rsx65,,37.0,80856.0,334.9,41,sudeste,solteiro(a),,2,pix,13,0
RITA I.,feminino,6hopq9a4av5kxhmjk2k9wjru1k852n,3531994984,,56898.0,288.4,26,sul,casado(a),outros,1,pix,0,0
VANESSA W.,feminino,uv1cgul29imnksg24m3niefzq0lf0f,8557548253,46.0,67677.0,454.7,38,sudeste,solteiro(a),fundamental,1,boleto,20,1
RAFAEL V.,masculino,335b8xesldn0oi4npnwirnwu3a8mit,7500173849,,71095.0,675.8,18,nordeste,solteiro(a),outros,1,cartão de débito,8,1
MARCIA G.,feminino,oir2fb6de6nned7id60upm3afrdlvd,0681384392,43.0,88295.0,670.6,31,sudeste,separado(a),graduado,1,boleto,2,1
BRUNA M.,feminino,j3reeq7whvwlpf0slia7m2767t9dbb,7361339053,35.0,51821.0,707.5,29,sul,viúvo(a),,1,cartão de crédito,0,0
TIAGO U.,masculino,27zd59kcs4akdqo4608q5q78fiz3x0,,33.0,51919.0,538.6,49,sudeste,separado(a),outros,4,boleto,0,0
GILSON I.,masculino,u11blxtdp802c4tsso9873wxrj90x4,,24.0,78868.0,302.5,43,sudeste,divorciado(a),pós-graduado,2,cartão de crédito,0,1
JESSICA Q.,feminino,7tn7ez7cux5pqdnjc93w8tt2e1629t,4729898975,43.0,81763.0,576.7,34,sudeste,divorciado(a),fundamental,0,pix,8,0
ALINE J.,feminino,okb1nh05mwe6rrktgaqcbje87rfa6k,7390899277,38.0,74185.0,431.8,26,sudeste,casado(a),outros,1,pix,5,1
DANIELA Q.,feminino,50q03024n8hul6ui7u4eo7pwqgl0vk,4296886410,34.0,78202.0,,25,centro-oeste,casado(a),fundamental,0,boleto,0,0
TAIS W.,feminino,jxk0x72wvptlngknblpp8nmtobqude,7710195107,55.0,71005.0,542.6,38,centro-oeste,casado(a),outros,2,cartão de crédito,0,0
RAIMUNDO A.,masculino,dl1nr4qh54xne3fahxg4wj2abo9rzc,2798304943,37.0,82443.0,432.6,22,nordeste,casado(a),,2,cartão de débito,0,0
DIEGO C.,masculino,jg0l4j5f0uepzhw5r36zl694nfiu8a,0072047500,48.0,64696.0,682.8,20,nordeste,casado(a),fundamental,1,transferência,8,1
DANIEL Q.,masculino,1fojp51fansqzcewebse2fkjcepfmi,,56.0,53687.0,525.9,20,sudeste,casado(a),,1,cartão de débito,8,0
ANTONIA I.,feminino,wnna6tnthtsqxqi1g9fr6rgj8o7apz,3983053429,42.0,87981.0,404.8,103,sul,casado(a),fundamental,2,cartão de débito,0,0
ANTONIO E.,masculino,34jnqzzs7d5h6bqsw72pfzloz6i8j4,,,66304.0,626.1,33,sudeste,divorciado(a),médio,1,pix,1,0
ADRIANO N.,masculino,n0r7wptntu6ki7v8jg4anin6h5t0sr,6039500805,38.0,76583.0,655.2,20,sudeste,separado(a),,1,cartão de débito,0,1
CLAUDIA S.,masculino,gwpxi51fgbho4evsonf1mxuh2j6rol,1900412070,45.0,90077.0,755.9,66,centro-oeste,casado(a),médio,0,cartão de crédito,9,0
EDUARDO M.,masculino,8xd1s3w71p9hab638qxvhibbrx3cww,,,68917.0,442.3,18,nordeste,solteiro(a),pós-graduado,1,pix,0,1
GERALDO Q.,masculino,kjarotejgu8f3gd5js6k8ssa6zuku5,,31.0,72195.0,683.2,53,centro-oeste,solteiro(a),,1,cartão de débito,11,0
LUCIANO G.,masculino,poc0tmun132hw25z15g3dw5f2wi94r,6856901952,44.0,70808.0,700.9,66,sudeste,solteiro(a),,2,cartão de crédito,0,0
EDSON G.,masculino,7i75cvk6ailcv43zz1pbrvmb2tpe7a,,,60688.0,569.4,15,nordeste,solteiro(a),outros,1,cartão de débito,0,0
GILSON X.,masculino,7u0w3ovhawwmj80pfv2hqgn36cscgl,,30.0,72734.0,314.1,17,centro-oeste,casado(a),médio,0,cartão de crédito,4,0
JULIO A.,masculino,0dt0eh2oezfceip7ebio2t61okdn3j,,27.0,81605.0,539.3,113,sul,casado(a),fundamental,1,cartão de crédito,6,1
RITA Z.,feminino,oa9lk1retbnpxe0qq7rl4gvlmf4se4,,42.0,62246.0,774.3,46,nordeste,divorciado(a),,0,pix,17,0
SUELI P.,masculino,9gjfe6ipojxz3w8hei3v203kjca8b4,5191363274,39.0,71809.0,477.2,33,nordeste,separado(a),fundamental,4,boleto,11,1
EDSON E.,masculino,k2vxcsp9vde1drbcqlbujcd1xem03e,,24.0,52475.0,523.3,79,nordeste,solteiro(a),pós-graduado,1,pix,8,1
EDSON X.,masculino,g79mt0gf4t5diuhup6x0iii3xmvwe1,,21.0,40632.0,327.6,29,sudeste,divorciado(a),pós-graduado,2,transferência,0,1
RENATA O.,feminino,xn1l1mdx02sk321r2jxxl5lsijv8up,,33.0,50685.0,557.5,24,norte,solteiro(a),graduado,2,cartão de crédito,7,0
JULIA C.,feminino,63xx4njlu47eou533o4isg3w65k646,,51.0,62557.0,852.3,43,sudeste,casado(a),outros,2,pix,10,1
GABRIELA S.,feminino,k4q37xzbs7bbm3jf669ml5hris8lln,,36.0,84717.0,516.8,32,sudeste,divorciado(a),fundamental,1,boleto,15,1
RAFAEL U.,masculino,rskqbfrpkj51eww15z80rrx8udrr02,6036449628,39.0,68695.0,537.0,25,sudeste,casado(a),fundamental,0,cartão de débito,12,0
LARISSA S.,feminino,v5f4lr2qzjtl7ap6hcq5wll3j34fm7,7099002759,32.0,50298.0,279.7,30,norte,casado(a),pós-graduado,1,cartão de crédito,5,1
FABIO A.,masculino,ltzkn35ivsqxvrs8b39woo23ikhx4a,,25.0,56072.0,390.2,19,sudeste,divorciado(a),graduado,1,pix,11,0
NELSON J.,masculino,vzgsb93kv85iwr912scjrvewbkzt7e,,47.0,72962.0,599.9,63,sudeste,solteiro(a),médio,0,cartão de débito,8,0
ANDERSON H.,masculino,xro6mhz8oe03xtjz3ru83ex2kvz0io,3090170415,33.0,86830.0,423.6,49,sudeste,casado(a),médio,2,cartão de crédito,2,0
NELSON S.,masculino,23qma7xeg7ww8qvp8e1i3r0k43id3l,8259152903,32.0,93765.0,298.0,18,sudeste,divorciado(a),,1,cartão de débito,15,0
LUCAS D.,masculino,4cjl84sc4cbjebpcm64i9ak7j84nne,2870068469,44.0,59763.0,572.4,26,norte,solteiro(a),,1,cartão de crédito,5,1
GABRIELA W.,feminino,ihql6kpibdt0onjxgpwltdvlaqvp9q,3835463195,23.0,57358.0,,61,nordeste,solteiro(a),pós-graduado,2,pix,6,1
LEONARDO J.,masculino,hxzehpe3amhtgh9bdwditlk9xxxc9l,,43.0,70412.0,484.7,18,sudeste,casado(a),fundamental,0,cartão de crédito,12,0
LEANDRO P.,masculino,fxe48gi5psqdimgpuq0w2035gn1o92,,36.0,59557.0,600.5,20,sudeste,solteiro(a),outros,2,cartão de crédito,7,0
MARIANA H.,feminino,pkptt67smp96gubn6zquhuknidlkoa,9004835968,33.0,67649.0,289.1,53,sudeste,casado(a),,1,cartão de crédito,6,1
JOSE H.,masculino,esx9pg7tcsbt92an10mkjcbr2l81g7,0541120950,26.0,48326.0,636.4,48,sul,viúvo(a),,3,cartão de crédito,0,1
DEBORA A.,feminino,uszug59cjtmqa0i3d9alz5djs7wegv,,,62626.0,633.2,22,centro-oeste,separado(a),outros,0,boleto,0,1
TIAGO T.,masculino,bbds3h5v3m5r1r159d8bl07nzdt5e2,0533802345,45.0,98924.0,737.4,95,sudeste,divorciado(a),graduado,3,cartão de débito,1,1
CAMILA S.,feminino,jw4r6mx4lf0is0bkfmupwk02ff62i3,8610879329,36.0,52219.0,633.8,22,sul,separado(a),fundamental,2,pix,0,0
LEANDRO X.,masculino,tji13b1z4cw83dsgtiqi15kuwmbuu3,3636986483,36.0,65424.0,643.4,41,nordeste,viúvo(a),fundamental,1,cartão de débito,5,1
FABIO B.,masculino,l3mh45x3k17xvkqau4ntlb3paq6omi,8250093145,24.0,56903.0,516.1,23,sudeste,solteiro(a),fundamental,1,cartão de crédito,20,1
ERICA W.,feminino,qrxa7vsnlbiqq428wlbv1lmuuc97do,1610048666,25.0,47749.0,621.2,13,sudeste,casado(a),pós-graduado,2,pix,9,1
VINICIUS N.,masculino,7elh7cv2p8r5b3vxwpzfmr4ed6cue8,,38.0,57530.0,328.1,41,centro-oeste,casado(a),graduado,1,boleto,7,0
LUIZA K.,masculino,e6a14zca6u3bilw85is7lmck7a6s8x,5498366421,34.0,80805.0,598.1,23,nordeste,solteiro(a),médio,3,cartão de débito,0,0
MARLENE S.,feminino,gw0dqnhutr38zg4d2u9k5h21vouxje,,33.0,62677.0,301.4,47,sudeste,divorciado(a),médio,2,cartão de crédito,0,0
LUCIANO K.,masculino,2rwsfpcbkfk4cxpljf5obg28l11mrg,6452235054,33.0,64970.0,382.5,40,nordeste,separado(a),,1,cartão de débito,0,0
EDSON P.,masculino,fzqsui4x4ldvlc49ehknezunienx2t,,31.0,83513.0,381.3,46,sudeste,divorciado(a),fundamental,2,cartão de crédito,0,0
ANTONIO F.,masculino,p1kfd1md9giw9qvgcfxojxveh1l0mq,7289898670,,40760.0,513.6,80,norte,divorciado(a),médio,2,transferência,14,0
ADRIANO Z.,masculino,hoizp11gzwr3malg09xd99g2iu9abt,1514208320,41.0,53515.0,729.5,19,sudeste,viúvo(a),pós-graduado,2,cartão de débito,0,1
SERGIO J.,masculino,hazi2l7hzknt3pelh4o39n48m0zs8n,1200805896,41.0,94007.0,480.5,21,sudeste,casado(a),fundamental,1,pix,13,1
CARLA X.,feminino,g6w85bq7c2fpcn5o8qf2lbtwljtvu5,4046966017,31.0,82977.0,278.0,24,sul,separado(a),fundamental,3,cartão de débito,12,1
ROBERTO A.,masculino,7vvvjd8f73rn1j4c4sip9w1rqdru7f,9790516744,35.0,43095.0,353.7,14,nordeste,divorciado(a),outros,0,cartão de crédito,12,0
JEFERSON B.,masculino,u23iqdz7ouzvceurcmuvidj9uhn49b,1045489443,,72647.0,485.2,34,sudeste,casado(a),,1,cartão de crédito,8,0
MANOEL Z.,feminino,xtouzlfkb0x7epbad56f9s3uj3h62s,8803953325,46.0,68967.0,788.1,29,sudeste,separado(a),fundamental,1,cartão de crédito,0,1
MARLENE M.,feminino,q2c7prcqgv6i7hdrjgas59w6atlcx2,3248172448,27.0,33522.0,308.9,31,sudeste,solteiro(a),fundamental,1,cartão de crédito,0,0
JULIANA K.,feminino,wh8q3iw5uzzu25mevxl9u92hje8hin,2468984345,45.0,73482.0,708.4,37,nordeste,casado(a),,1,cartão de crédito,6,0
BRUNO H.,masculino,w2559585lxcpd1jtr6nluoa2ul4hsx,0078152110,33.0,60597.0,470.7,27,sudeste,casado(a),graduado,3,pix,0,0
ANTONIA S.,feminino,fv8rhjg8sdlfqxpmof9ot6lzcsbwkv,4504559358,32.0,77261.0,465.4,35,sudeste,divorciado(a),pós-graduado,1,cartão de crédito,12,1
LUCAS I.,masculino,kkx8lww7ae6wtl5b9z9wbbd5jj3d3h,,30.0,72582.0,331.0,36,sudeste,separado(a),médio,1,cartão de débito,0,0
RAFAEL Z.,masculino,0ibtm8wr171g5keoob02kz45v15iql,,38.0,65841.0,475.0,18,sudeste,solteiro(a),fundamental,2,boleto,5,1
LUCAS E.,masculino,gt5hdqa9wreg35b6ci4abvvhg3cx1w,,55.0,68377.0,637.4,27,sudeste,casado(a),,3,cartão de crédito,12,1
ELIAS L.,masculino,7eebmf13ux4w0676w7jg9mmzn9xfk6,,25.0,62625.0,618.5,34,centro-oeste,solteiro(a),graduado,1,pix,4,0
LUCAS X.,masculino,em83rattgznxhe0x7n58va2eeeebfc,,39.0,83129.0,460.6,17,nordeste,casado(a),graduado,0,pix,5,0
JOAO V.,masculino,4bb7g07bh0vbg9lufdqrdq8m4vjw62,5745421710,44.0,49579.0,427.1,38,nordeste,solteiro(a),médio,0,boleto,9,0
SAMUEL O.,masculino,94lj6b4r63fsf1bbn5upn0ual9ll9r,,33.0,61085.0,289.6,30,centro-oeste,casado(a),graduado,0,pix,13,0
GERALDO Z.,masculino,dh8b41qmdr8xgpdlkroxntqe0q9ehl,0955459158,44.0,44472.0,470.6,16,sul,casado(a),fundamental,2,pix,7,0
LUCIANA J.,feminino,bzaaoncurqb3m0nngu6vvl08i3ksh6,8691682281,41.0,63172.0,,113,sudeste,casado(a),médio,0,pix,14,0
ROSANGELA B.,feminino,vngpxc0zsi1ri08ja48qdf6f0h44ps,0108236624,29.0,50975.0,344.5,39,nordeste,casado(a),outros,1,pix,9,0
APARECIDA N.,feminino,wpfhsao1nqzpap5k37m7qilffh3af0,,26.0,43294.0,534.2,22,nordeste,solteiro(a),médio,1,cartão de débito,11,0
TEREZINHA R.,feminino,uglg0v9dt3o7fq4ovwdpdu22e8ea02,5920799177,43.0,71563.0,691.5,31,nordeste,separado(a),,2,cartão de débito,0,1
JOSE D.,feminino,7jfm5e5r175w71cdspp5ax2c1wrfu1,9496059455,28.0,61730.0,639.5,32,centro-oeste,solteiro(a),pós-graduado,0,cartão de crédito,0,0
ALINE O.,feminino,8q872wo9se547f8wvak4h8uqavodtk,7610656473,36.0,48061.0,653.7,14,nordeste,casado(a),graduado,1,cartão de crédito,7,0
ANDRE E.,masculino,zi6c57idsqbtavszz1kr77xjcwwbxq,,42.0,126088.0,565.3,46,nordeste,divorciado(a),médio,1,cartão de débito,16,1
LUCIANO N.,masculino,6s78gl13nm6rl2ggej3m0ve34k2acc,,21.0,92725.0,181.2,25,sul,casado(a),fundamental,0,cartão de débito,3,0
RAFAEL G.,masculino,fdz8lbrpui1bi83i91kkebt00rwc4v,,,67161.0,441.4,38,sudeste,casado(a),,0,pix,5,0
LUANA F.,feminino,kixq4v7ukzr7baqcgzbpi685ijz25z,6669495469,35.0,31625.0,349.0,46,nordeste,divorciado(a),fundamental,0,boleto,0,0
MARCELO U.,masculino,dxvf2fnpo49gcamusckmfnojfu7neq,2401466034,36.0,45561.0,384.7,20,centro-oeste,solteiro(a),fundamental,1,cartão de débito,14,0
JULIA B.,masculino,874sveje4nswxuglpzf6aoksj7bisv,6102272703,37.0,67566.0,499.5,28,sudeste,casado(a),fundamental,0,cartão de crédito,1,1
JULIA K.,feminino,t9qif1apwxg5x9pcd54a9gx8miwonk,,36.0,40964.0,392.7,18,nordeste,solteiro(a),pós-graduado,2,boleto,0,1
ANDRE G.,masculino,0w8zazi2rf50c2kvgu0jpw8usf8js9,0728741410,41.0,54613.0,544.7,26,centro-oeste,casado(a),outros,0,cartão de crédito,0,0
JOSEFA V.,masculino,ojoffs6x40hc78c8zkpsrqf5jcqtio,5787590704,36.0,80129.0,621.4,19,sudeste,solteiro(a),,1,cartão de crédito,0,0
ERICA V.,feminino,kcqo7pvd3s4or1zjrqq53h0uo8ene8,1949598861,32.0,54168.0,693.4,25,sudeste,divorciado(a),médio,2,pix,7,1
RAFAEL T.,masculino,fbzkm59d7zd1bui7ur6pavzmord16x,8200751319,34.0,52474.0,603.8,24,sul,solteiro(a),fundamental,1,pix,13,1
MANOEL S.,masculino,i909po4w793kwp7lnitr5m8q615asl,,32.0,48949.0,447.4,14,centro-oeste,solteiro(a),outros,1,transferência,8,0
TAIS G.,feminino,ti0uqbuld0zs08z38fbjmt08g8lm3k,2521764166,23.0,41867.0,493.4,19,nordeste,solteiro(a),,3,cartão de débito,5,1
APARECIDA O.,feminino,ggu2dugco3vnidjfb5nviv0qmjjm5w,3917256842,30.0,51960.0,593.8,22,sudeste,casado(a),outros,0,cartão de débito,0,0
NATALIA Q.,feminino,de3gil8d2h6btcpmj9ndfczu20p4ts,6002282218,35.0,69659.0,296.8,30,nordeste,casado(a),fundamental,0,cartão de crédito,5,0
MATEUS L.,masculino,hkptndcklp95ljqktgs2tj6zn9kbmh,6511218427,44.0,91634.0,446.2,19,nordeste,divorciado(a),médio,3,cartão de débito,8,0
NELSON P.,masculino,hk54o3e3vlg3o3x3j2m3vome15whse,1781025866,28.0,52557.0,459.1,28,sudeste,casado(a),fundamental,2,cartão de crédito,2,1
GERALDO J.,masculino,2kcuok86sxp3zgte8lu9q03jga16x0,5006907899,23.0,78909.0,609.2,58,nordeste,solteiro(a),,0,cartão de crédito,14,0
ANDERSON M.,masculino,fk6qfwhr57fb0jzv17e6gd4vo96ipa,3780581574,,54813.0,602.1,15,sudeste,solteiro(a),,2,transferência,16,0
VINICIUS V.,masculino,c55kjf13vdg9tvx7i5j34b57il1068,,29.0,82948.0,487.3,22,nordeste,casado(a),médio,2,cartão de débito,0,0
ELIAS U.,masculino,huxn4wfrlq8jortehhifnfcqxcihc2,,30.0,59297.0,407.7,43,nordeste,casado(a),fundamental,1,boleto,3,1
MATEUS S.,masculino,her389t8rx36hvh7krta6n8wz20um6,7307737009,34.0,59242.0,681.7,21,centro-oeste,divorciado(a),graduado,1,cartão de crédito,9,0
MARIA Z.,feminino,icatslvrcn90u4n2rj69uzkrbrrlql,0222725733,36.0,52043.0,719.5,27,sudeste,separado(a),graduado,4,cartão de débito,7,1
FABIO P.,masculino,ndxaa2enwo0jrhvpkza9qv3cbi3xac,,45.0,53122.0,539.9,23,sudeste,casado(a),,0,pix,0,0
ALEX Q.,masculino,jmk3cmj77et4gvqi7l48haibupi0sb,,36.0,81960.0,364.9,49,nordeste,solteiro(a),,0,cartão de crédito,0,0
LETICIA W.,feminino,9zmclrz69jxogik1xce9f24wiwrwnu,2518833010,35.0,39462.0,383.3,34,sudeste,casado(a),fundamental,2,boleto,16,1
ADRIANA X.,feminino,6r6mievo4kgba2jh9bjnf23k78hx8j,5818253208,43.0,54740.0,471.6,44,sudeste,casado(a),médio,1,cartão de crédito,0,0
LEANDRO T.,masculino,1fo9geknhd950u0ngq3jnr259pudaw,,40.0,66176.0,692.9,20,nordeste,casado(a),,1,cartão de crédito,5,1
FRANCISCA D.,feminino,p7f7wc03htkguckl9qpxoe0sr5l3aw,,33.0,70774.0,586.5,38,nordeste,divorciado(a),fundamental,3,cartão de crédito,7,1
VANESSA Z.,feminino,d12zqm7laaeadujzl2czgkviw8alst,0851204661,35.0,52391.0,570.8,21,sudeste,divorciado(a),fundamental,0,boleto,0,0
LUIZ D.,masculino,9fqfrswlua6j8r5bgeg6s6m7rtjj2q,,35.0,96392.0,604.7,37,centro-oeste,casado(a),fundamental,1,cartão de crédito,10,1
LETICIA A.,feminino,d3zusx2nj75f5vkh7ota3mtncj89ne,8718586147,33.0,60543.0,625.5,31,nordeste,separado(a),,1,cartão de débito,12,0
CLAUDIA B.,feminino,8cx5o90c6jmj3c6gusf2zkukucz94a,3270970170,40.0,46059.0,356.8,15,nordeste,divorciado(a),outros,2,cartão de débito,2,0
BRUNO H.,masculino,xjt7xa58q13lpdovb1jl09j17oa3h5,,39.0,63266.0,688.6,16,sudeste,solteiro(a),outros,6,cartão de crédito,16,1
MARCOS U.,masculino,j1obqx8ukp57464inf79ska8zu2q3a,,22.0,57605.0,255.1,87,sul,viúvo(a),graduado,0,cartão de débito,0,0
LEANDRO R.,masculino,rt1kiaj45d687h33i3ggtn97kh0lzm,1691136873,56.0,120352.0,789.8,32,centro-oeste,solteiro(a),médio,3,cartão de crédito,0,0
LUIZA R.,feminino,1jw3kzrwqx83ur7x8agv0r1f0qm858,,52.0,45376.0,793.4,19,sul,divorciado(a),,1,boleto,3,0
CLAUDIA O.,masculino,sdqop2w6e4wbge95vpmb77x22e4sef,7321918937,33.0,109950.0,308.3,17,sul,solteiro(a),pós-graduado,1,cartão de crédito,6,1
JAQUELINE Z.,feminino,ikrnt7e1k2aeqjab7cuu8zp2s3z7oo,,33.0,26522.0,420.1,24,sudeste,solteiro(a),fundamental,1,cartão de débito,19,1
ALEXANDRE E.,masculino,ckwsjjjj6sx1e5cnb26dllcohjk2j1,8827268300,37.0,47721.0,715.2,11,nordeste,viúvo(a),graduado,0,boleto,0,0
GUSTAVO A.,masculino,l5jsl5z3n0afnofh75flvwmasdoehl,3898067008,22.0,74168.0,312.2,13,nordeste,solteiro(a),médio,1,pix,2,0
SAMUEL B.,masculino,5fdi0vdof6hbwgleii5h7pg856hfk5,8863304538,,65171.0,421.6,21,centro-oeste,divorciado(a),médio,2,cartão de débito,0,0
TEREZINHA G.,feminino,wtmifpd2wf3kucb8zmbhgcbdk5n66p,,37.0,72362.0,669.3,70,centro-oeste,casado(a),graduado,1,cartão de crédito,0,0
LUIZ Z.,masculino,9jjfoh0crdb9lmbsqe0kljcsqlo92v,6426391161,42.0,87551.0,607.8,73,centro-oeste,divorciado(a),fundamental,2,cartão de crédito,9,1
LUIZ V.,masculino,asshraqn7f7q99zn2eu3o5a90plu25,,21.0,60402.0,245.4,50,sudeste,divorciado(a),médio,2,cartão de crédito,0,0
VANESSA E.,feminino,aalszbrj991nuiju0tn4hn718qvlm0,,41.0,33953.0,444.3,41,sudeste,casado(a),graduado,3,cartão de débito,0,1
IGOR K.,masculino,lgrr1ohxmujh62sji5j37jl1unlfwm,6297480330,34.0,64662.0,,22,sudeste,casado(a),médio,3,pix,4,1
LUIZ M.,feminino,ol775ob268b29whqx08erzj4x773n4,8365853236,34.0,41425.0,569.6,15,sudeste,casado(a),pós-graduado,1,pix,8,1
MARIANA V.,feminino,e3rcar3pp9765bmc2rogjk4lxve6ue,5718535368,42.0,70587.0,431.1,66,sudeste,solteiro(a),fundamental,2,pix,7,0
RAIMUNDO P.,masculino,daqcmr3nf803at4u56ougzvgntdn0f,,47.0,77519.0,508.2,26,sudeste,casado(a),graduado,1,boleto,7,0
LETICIA W.,feminino,gxhxf5dxlgm8rkxtof3q4qehzo8q8m,2623998607,32.0,48996.0,677.7,64,norte,casado(a),fundamental,2,cartão de crédito,0,1
LUCAS N.,masculino,u1jskp1a4wajak0n7lto7fv5j0bjmu,7008565095,29.0,60457.0,505.8,18,nordeste,solteiro(a),fundamental,1,cartão de crédito,5,1
LUIZA P.,masculino,c9ini48szemuh9vmpgi7luddnk1tpu,7042788016,54.0,99808.0,825.5,20,sudeste,casado(a),fundamental,1,cartão de débito,13,1
GERALDO G.,masculino,4kq9672mxwrwjuhzmtoihrjdk6660f,,39.0,80582.0,465.6,35,nordeste,separado(a),fundamental,0,cartão de crédito,14,0
FELIPE C.,masculino,isd6k52b0upp149nmhr6qxuv0lo131,6504759352,41.0,66355.0,661.7,112,sudeste,separado(a),graduado,0,cartão de crédito,7,0
DANIEL A.,masculino,024a3b5xjj905k8bc7h59ddfu577dr,4289015510,41.0,57447.0,454.2,51,sudeste,solteiro(a),médio,3,boleto,7,0
ANTONIO E.,masculino,sln8t4fuoomciolz24rp4q7fl8st2n,7163819050,23.0,74675.0,260.4,14,sudeste,solteiro(a),,0,pix,12,0
LUIZ D.,masculino,nfs9dmr9fuo9v6qzirrci8elsjtis8,3861169194,36.0,84481.0,500.8,27,sudeste,solteiro(a),,2,pix,12,1
JOSEFA R.,feminino,wiaglehlvhjjsu3gz7j8vfb5qg8uf4,,39.0,81715.0,496.3,92,centro-oeste,separado(a),,1,cartão de crédito,0,0
VITORIA G.,feminino,f7hsfws3c2imq3943tdnskr7d8q98v,6060064826,28.0,34079.0,274.1,24,nordeste,casado(a),fundamental,0,cartão de débito,4,0
GABRIEL X.,masculino,mk381dxde1v7xgx7b85zuimcpcnnfu,,36.0,72075.0,670.8,73,sudeste,solteiro(a),,3,transferência,0,0
SERGIO V.,masculino,e5sr0dj2n3m9fbm9i76x3t812bgm10,6872618520,36.0,92571.0,671.4,43,sudeste,divorciado(a),,1,cartão de crédito,4,1
JESSICA P.,feminino,qktpdu772801lehatuzehrxg8n7xo1,4837482490,33.0,49582.0,684.7,14,sudeste,solteiro(a),fundamental,2,cartão de crédito,0,1
JEFERSON X.,masculino,356leg6nadqc8fweqbvupdw5rgpna3,1973181054,36.0,68883.0,,21,sudeste,casado(a),fundamental,0,pix,10,0
LETICIA I.,feminino,3ax6itrmt69rmrs4gosemcfovz1vm7,4526402550,40.0,68259.0,422.7,30,sudeste,separado(a),médio,3,boleto,7,1
FERNANDO Q.,masculino,3rkvfxbteuis8mppptn92o2o601nec,4966506431,38.0,66962.0,694.8,17,centro-oeste,divorciado(a),fundamental,1,cartão de débito,7,0
ALEXANDRE S.,masculino,mzm1vi2bg0n0hj096k82elfabtjb74,7173155961,30.0,57414.0,658.3,26,centro-oeste,divorciado(a),outros,1,transferência,9,0
EDSON R.,masculino,d7wt4vu3k3rvurgzxuom0502qaiixu,6008036753,66.0,93275.0,694.6,39,sudeste,solteiro(a),graduado,0,cartão de crédito,11,0
ELIAS O.,feminino,0rkcrm8ukp6q7f3hi38lp5xn83tjti,1234587101,40.0,87372.0,533.4,54,centro-oeste,casado(a),médio,3,cartão de crédito,0,0
TEREZA R.,feminino,uj1ikh6ognx1u7s70r1sjav5jknor5,,38.0,62520.0,476.4,79,sul,viúvo(a),,1,cartão de débito,0,0
ROBERTO T.,masculino,tskbv35h7tug83pn3xf1t8m09wx2b1,5783726630,41.0,90757.0,621.3,94,nordeste,solteiro(a),,1,cartão de crédito,7,0
JOSEFA G.,masculino,xqecpcx6mxg142jjewi4mxcvjgf6mb,7955019580,28.0,62973.0,315.5,32,sudeste,casado(a),fundamental,1,cartão de crédito,5,1
MANOEL G.,masculino,dab05m7bv4dencj5pow1f2zfjdfbdf,,31.0,40518.0,313.3,24,sudeste,solteiro(a),fundamental,2,boleto,0,0
ANTONIA U.,feminino,vgga43olw0ipvlqkqx6niwwrgrn1f0,2000829091,41.0,65668.0,433.0,39,sul,solteiro(a),pós-graduado,1,cartão de débito,4,1
FABIO C.,masculino,u2fo4ltjptv6ix2q7whb8luk79baw1,6833701455,47.0,70043.0,744.9,29,nordeste,casado(a),fundamental,2,cartão de débito,0,1
LETICIA Q.,feminino,te951w0dgxwgo076r7e2r56h78shfs,1445722664,,54697.0,502.4,68,sudeste,solteiro(a),fundamental,0,cartão de crédito,8,1
LEANDRO S.,masculino,6k0l79i2hrdurgga0af9o46fr06cmf,0947754427,53.0,58430.0,508.7,32,nordeste,casado(a),fundamental,1,cartão de crédito,16,1
ANDERSON M.,masculino,77n5svjl018wtavppstnlzhis32uax,8619547136,40.0,50713.0,433.0,22,sul,casado(a),médio,1,boleto,0,0
CARLOS T.,masculino,mpmb2wasa1n9c40z6diistjt6316ni,,42.0,103916.0,534.8,80,nordeste,divorciado(a),,1,cartão de débito,0,0
JULIANA T.,feminino,iap11stxrxoawaf0rizmh6dhwa9dqj,0552644196,28.0,45607.0,246.4,21,norte,separado(a),fundamental,1,pix,8,1
GABRIEL R.,masculino,1in7jbe7v2xxtu9zesh8gc3dx8lid5,0811665184,44.0,53394.0,627.8,20,nordeste,casado(a),,1,pix,0,0
LUIZA A.,masculino,m56nmv2z9fkggue1jmav4swqqf9s4k,,38.0,79568.0,588.0,27,sudeste,solteiro(a),médio,2,cartão de crédito,2,1
GABRIEL N.,masculino,8s5mlaclccvv1wspo851qzkemguo9r,9002278811,26.0,63668.0,625.2,28,nordeste,casado(a),graduado,3,pix,8,0
VITORIA A.,feminino,dbps9w01tc1ffsjckothxnro77gv4l,0087641563,39.0,70948.0,,22,sul,casado(a),fundamental,0,pix,8,0
MARCIO Q.,masculino,rtvt4dv56pkqe4tooxio1khk0lc5hx,,41.0,57904.0,545.0,25,nordeste,viúvo(a),outros,3,pix,10,0
RENATO Q.,masculino,lkkuqm9jrfm4fe5ked8f6siupuf532,4270432148,60.0,96025.0,521.9,58,sudeste,casado(a),graduado,2,cartão de crédito,10,1
